AMAL	3.6	0.5	1.0	0.0	1.0	1.5	0.5	0.5	6
ALMS	3.2	0.5	1.0	1.0	0.0	1.5	0.0	0.5	7
AMLX	1.1	0.0	0.5	0.0	0.0	1.0	0.0	0.0	7
AMD	2.9	2.0	1.0	0.0	0.0	0.5	0.5	0.0	7
AMBR	3.9	1.0	1.0	0.0	0.0	1.0	1.0	1.5	6
AMSC	3.2	2.0	1.5	0.0	0.0	1.0	0.0	0.0	7
ALTO	1.1	0.0	0.0	0.0	0.5	1.0	0.0	0.0	7
AMZN	1.8	1.5	0.0	0.0	0.5	0.5	0.0	0.0	7
ANGI	3.6	1.5	1.5	0.0	0.5	1.0	0.0	0.5	7
API	0.7	0.5	0.0	0.0	0.0	0.5	0.0	0.0	7
ANIP	3.2	0.0	1.0	0.0	1.0	1.5	1.0	0.0	7
AONC	3.6	0.5	0.5	0.0	1.0	0.0	1.5	1.5	7
APC	3.9	1.0	0.5	0.0	2.0	1.5	0.5	0.0	6
APP	3.9	2.0	1.5	0.0	1.0	0.5	0.5	0.0	7
APPS	2.9	2.0	0.0	0.0	1.5	0.5	0.0	0.0	7
ARCB	2.1	1.5	0.0	0.0	0.5	1.0	0.0	0.0	7
ARDX	3.9	0.5	2.0	0.0	1.5	1.0	0.5	0.0	7
ARKO	4.3	1.0	1.0	0.0	2.0	1.0	0.0	1.0	7
ARQQ	5.4	2.0	1.0	1.0	0.0	1.5	0.5	1.5	7
ARTNA	1.8	0.0	0.5	0.0	0.5	0.5	1.0	0.0	7
ASND	3.2	1.0	0.0	1.0	0.5	1.5	0.5	0.0	6
ASPS	3.2	0.0	1.0	0.0	1.0	2.0	0.0	0.5	6
ASTH	3.6	1.0	0.0	0.0	1.5	1.5	0.5	0.5	7
ARXS	2.1	1.0	0.0	0.0	0.5	1.0	0.5	0.0	6
ATEX	1.8	1.0	0.0	0.0	0.0	1.0	0.0	0.5	7
ATAI	2.9	1.5	2.0	0.0	0.0	0.5	0.0	0.0	7
ATNI	2.5	0.5	1.0	0.0	1.0	0.5	0.0	0.5	7
ATRC	3.2	1.5	2.0	0.0	0.0	1.0	0.0	0.0	7
AUPH	2.5	1.5	0.5	0.0	0.0	1.5	0.0	0.0	7
ATYR	3.2	0.5	2.0	0.0	0.0	2.0	0.0	0.0	7
AUTL	5.0	2.0	0.0	0.0	2.0	0.5	1.0	1.5	7
AVGO	2.5	1.5	0.5	0.0	0.5	0.5	0.5	0.0	7
AVNW	2.1	0.5	0.0	0.0	0.5	1.5	0.5	0.0	7
AXON	3.9	1.5	0.5	2.0	0.5	1.0	0.0	0.0	7
AZN	1.8	0.0	0.5	0.0	0.5	0.0	1.5	0.0	7
AVT.US	2.9	1.0	1.0	0.0	0.5	1.5	0.0	0.0	7
ARCAD.NV	3.2	0.5	0.5	0.0	1.0	1.0	1.0	0.5	5
BAMNB.NV	2.5	0.5	0.5	0.0	0.5	1.0	1.0	0.0	5
BNJ.NV	5.0	0.0	1.0	0.0	2.0	1.0	1.0	2.0	5
AKZA.NV	2.9	1.0	0.0	0.0	1.0	1.0	1.0	0.0	5
ASRNL.NV	4.6	0.5	1.5	1.0	1.5	1.0	1.0	0.0	5
DSFIR.NV	2.9	0.5	1.0	0.0	0.5	1.0	1.0	0.0	5
CSG.NV	4.3	1.0	1.0	0.0	1.0	1.0	1.0	1.0	3
AD.NV	2.9	0.0	1.0	0.0	1.0	1.0	1.0	0.0	5
FUR.NV	3.2	0.5	1.5	0.0	0.5	1.0	1.0	0.0	5
MICC.NV	4.3	1.0	1.0	0.0	2.0	1.0	1.0	0.0	4
FER.NV	3.9	0.5	1.5	0.0	1.0	1.0	1.0	0.5	5
HOLCO.NV	2.5	0.5	1.0	0.0	0.0	1.0	1.0	0.0	5
NAI.NV	2.9	0.0	0.0	0.0	1.0	1.0	1.0	1.0	4
INPST.NV	5.7	1.0	2.0	0.0	2.0	1.0	1.0	1.0	5
HEIA.NV	3.2	0.5	0.0	0.0	1.0	1.0	1.0	1.0	5
KPN.NV	2.5	0.0	0.0	0.0	1.5	1.0	1.0	0.0	5
NN.NV	2.9	0.5	1.0	0.0	0.5	1.0	1.0	0.0	5
PRX.NV	3.2	0.5	1.5	0.0	0.5	1.0	1.0	0.0	5
NXFIL.NV	2.9	0.0	0.0	0.0	0.5	1.0	1.0	1.5	5
UNA.NV	2.5	0.0	0.0	0.0	1.5	1.0	1.0	0.0	5
PHARM.NV	2.9	0.0	1.5	0.0	0.5	1.0	1.0	0.0	5
SLIGR.NV	4.3	1.0	1.0	0.0	1.0	1.0	1.0	1.0	5
TOM2.NV	3.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	5
BBIO	3.6	1.0	0.0	1.0	1.0	2.0	0.0	0.0	6
REN.NV	2.9	0.0	0.0	0.0	2.0	1.0	1.0	0.0	5
BANF	2.9	0.5	0.5	0.0	1.0	1.5	0.0	0.5	6
