MARA	Marathon Digital Holdings Inc.	11.15	55.56%	Moderate Buy	0%
VRDN	Viridian Therapeutics Inc	24.50	100.00%	Strong Buy	0%
MITK	Mitek Systems Inc	18.52	100.00%	Strong Buy	0%
CENN	Cenntro Inc	3.67			0%
NBEVQ	New Age Inc	0.00			0%
NNDM	Nano Dimension Ltd-ADR	1.52			0%
OCGN	Ocugen Inc	1.39	100.00%	Strong Buy	0%
PAYS	Paysign Inc	13.82	100.00%	Strong Buy	0%
PHUN	Phunware Inc	2.07			0%
PLUG	Plug Power Inc	2.20	57.14%	Hold	0%
AIXC	AIxCrypto Holdings Inc	1.18			0%
RIOT	Riot Platforms Inc	20.98	100.00%	Strong Buy	0%
LSTR	Landstar System Inc	182.42	57.14%	Hold	0.88%
SHIP	Seanergy Maritime Holdings Corp	16.92	100.00%	Strong Buy	3.31%
SINT	SiNtx Technologies Inc	1.51	100.00%	Moderate Buy	0%
NSLR	Neostellar Capital Corp	10.00	100.00%	Moderate Buy	2.50%
BTTC	Black Titan Corp	0.61			0%
UONE	Urban One Inc	5.00			0%
VKTX	Viking Therapeutics Inc	34.36	100.00%	Strong Buy	0%
VUZI	Vuzix Corp	2.99	100.00%	Moderate Buy	0%
VXRT	Vaxart Inc	0.52			0%
WATT	Energous Corp	12.32	100.00%	Moderate Buy	0%
WKHS	Workhorse Group Inc	3.15	100.00%	Hold	0%
ACMR	ACM Research Inc	78.52	80.00%	Strong Buy	0%
ADMA	ADMA Biologics Inc	9.76	75.00%	Strong Buy	0%
ALT.US	Altimmune Inc	2.95			0%
APPF	Appfolio Inc	218.85	100.00%	Strong Buy	0%
ARCT	Arcturus Therapeutics Holdings Inc	10.99	71.43%	Moderate Buy	0%
AXSM	Axsome Therapeutics Inc	208.03	92.31%	Strong Buy	0%
CAN	Canaan Inc	0.28	100.00%	Moderate Buy	0%
CDLX	Cardlytics Inc	4.30	100.00%	Hold	0%
CERS	Cerus Corp	2.79	100.00%	Moderate Buy	0%
CRIS	Curis Inc	1.61	100.00%	Moderate Buy	0%
CRSP	CRISPR Therapeutics AG	58.12	61.54%	Moderate Buy	0%
DOMO	Domo Inc	3.77	80.00%	Hold	0%
EH	EHang Holdings Ltd-ADR	5.50	40.00%	Hold	0%
AGNT	AGNT Inc	4.53	66.67%	Moderate Buy	4.38%
FATE	Fate Therapeutics Inc	2.45	57.14%	Moderate Buy	0%
FCEL	FuelCell Energy Inc	18.36	57.14%	Moderate Buy	0%
TBCH	Turtle Beach Corp	12.13	80.00%	Strong Buy	0%
MNKD	MannKind Corp	4.26	83.33%	Strong Buy	0%
MVIS	MicroVision Inc	1.75			0%
NMIH	NMI Holdings Inc	45.39	66.67%	Moderate Buy	0%
OCUL	Ocular Therapeutix Inc	11.09	100.00%	Strong Buy	0%
PRQR	ProQR Therapeutics NV	2.27	100.00%	Strong Buy	0%
PTGX	Protagonist Therapeutics Inc	150.69	100.00%	Strong Buy	0%
RPD	Rapid7 Inc	11.85	80.95%	Hold	0%
VSTM	Verastem Inc	6.82	100.00%	Strong Buy	0%
MFIC	MidCap Financial Investment Co	9.82	80.00%	Hold	14.14%
ALNY	Alnylam Pharmaceuticals Inc	229.30	85.00%	Strong Buy	0%
ANGI	ANGI Homeservices Inc	4.56	60.00%	Moderate Buy	0%
ARCC	Ares Capital Corp	19.78	83.33%	Strong Buy	9.64%
ATRA	Atara Biotherapeutics Inc	9.38	100.00%	Moderate Buy	0%
BBIO	Bridgebio Pharma Inc	82.94	94.12%	Strong Buy	0%
BCRX	BioCryst Pharmaceuticals Inc	9.66	88.89%	Strong Buy	0%
BGC	BGC Group Inc	10.88	100.00%	Moderate Buy	0.68%
BNTX	BioNTech SE-ADR	110.89	83.33%	Strong Buy	0%
AZTA	Azenta Inc	36.51	66.67%	Moderate Buy	0%
CAKE.US	The Cheesecake Factory Inc	106.53			1.03%
CARG	Cargurus Inc	36.89	72.73%	Moderate Buy	0%
CDXS	Codexis Inc	1.58	75.00%	Strong Buy	0%
CG	The Carlyle Group Inc	47.99	45.45%	Moderate Buy	2.84%
CGNX	Cognex Corp	59.73	61.54%	Moderate Buy	0.56%
CHEF	The Chefs' Warehouse Inc	108.84	85.71%	Strong Buy	0%
CLNE	Clean Energy Fuels Corp	1.61	50.00%	Moderate Buy	0%
CNDT	Conduent Inc	1.55	100.00%	Moderate Buy	0%
CRNT	Ceragon Networks Ltd	2.12	100.00%	Strong Buy	0%
CYTK	Cytokinetics Inc	77.18	94.12%	Strong Buy	0%
DDOG	Datadog Inc	232.55	91.89%	Strong Buy	0%
ERIC	Telefonaktiebolaget LM Ericsson ADR	10.11	100.00%	Hold	3.06%
FIZZ	National Beverage Corp	32.21	100.00%	Moderate Sell	0%
FOXA	Fox Corp	67.96	46.15%	Moderate Buy	0.82%
GERN	Geron Corp	1.55	75.00%	Strong Buy	0%
GIII	G-III Apparel Group Ltd	33.18	66.67%	Moderate Buy	0.89%
GLNG	Golar LNG Ltd	52.14	100.00%	Moderate Buy	1.92%
GO	Grocery Outlet Holding Corp	11.11	100.00%	Hold	0%
GOGO	Gogo Inc	2.63	50.00%	Moderate Buy	0%
GOOD	Gladstone Commercial Corp	12.98	100.00%	Moderate Buy	9.30%
GOOGL	Alphabet Inc Class A	340.67	82.76%	Strong Buy	0.25%
GPRE	Green Plains Inc	16.02	66.67%	Moderate Buy	0%
HALO	Halozyme Therapeutics Inc	106.12	71.43%	Moderate Buy	0%
HCAT	Health Catalyst Inc	1.63	83.33%	Hold	0%
HLIT	Harmonic Inc	12.37	66.67%	Moderate Buy	0%
IFRX	InflaRx NV	2.02	100.00%	Strong Buy	0%
IHRT	iHeartMedia Inc	2.90	66.67%	Moderate Sell	0%
INMD	Inmode Ltd	14.92	100.00%	Hold	0%
INO	Inovio Pharmaceuticals Inc	1.21	66.67%	Moderate Buy	0%
IRDM	Iridium Communications Inc	48.45	80.00%	Hold	1.22%
ITRI	Itron Inc	98.43	87.50%	Strong Buy	0%
KNDI	Kandi Technologies Group Inc	0.63			0%
LECO	Lincoln Electric Holdings Inc	276.88	71.43%	Moderate Buy	1.11%
LI	Li Auto Inc-ADR	12.92	87.50%	Hold	0%
LSCC	Lattice Semiconductor Corp	117.56	90.00%	Strong Buy	0%
LXRX	Lexicon Pharmaceuticals Inc	2.18	100.00%	Moderate Buy	0%
MCRB	Seres Therapeutics Inc	4.57	100.00%	Moderate Buy	0%
MKSI	MKS Instruments Inc	281.88	84.62%	Strong Buy	0.34%
MLCO	Melco Resorts & Entertainment Ltd-ADR	5.35	62.50%	Moderate Buy	0%
MPWR	Monolithic Power Systems Inc	1316.28	90.00%	Strong Buy	0.54%
MSTR	Strategy Inc	112.39	92.31%	Strong Buy	0%
NICE	Nice Ltd-ADR	100.37	50.00%	Moderate Buy	0%
IBRX	ImmunityBio Inc	7.84	100.00%	Strong Buy	0%
NKTR	Nektar Therapeutics	74.53	77.78%	Strong Buy	0%
NMRK	Newmark Group Inc	15.98	100.00%	Strong Buy	1.11%
NXST	Nexstar Media Group Inc	187.29	100.00%	Strong Buy	4.00%
ADAM	Adamas Trust Inc	9.93	60.00%	Moderate Buy	9.66%
OGI	Organigram Global Inc	1.20	100.00%	Moderate Buy	0%
OPK	OPKO Health Inc	1.46	66.67%	Moderate Buy	0%
PAAS	Pan American Silver Corp	51.92	66.67%	Moderate Buy	0.94%
PACB	Pacific Biosciences of California Inc	1.23	50.00%	Hold	0%
PFLT	PennantPark Floating Rate Capital Ltd	7.37	100.00%	Strong Buy	15.76%
PGNY	Progyny Inc	25.96	80.00%	Strong Buy	0%
PLCE	Children's Place Inc	2.43	100.00%	Hold	0%
PSEC	Prospect Capital Corp	2.28			21.89%
PTEN	Patterson-UTI Energy Inc	12.18	70.00%	Moderate Buy	2.92%
QDEL	Quidel Corp	14.85	50.00%	Moderate Sell	0%
QURE	uniQure NV	48.89	90.00%	Strong Buy	0%
REAL	RealReal Inc	11.65	62.50%	Moderate Buy	0%
RIGL	Rigel Pharmaceuticals Inc	45.25	50.00%	Moderate Buy	0%
RPRX	Royalty Pharma PLC	60.58	100.00%	Strong Buy	1.51%
RRGB	Red Robin Gourmet Burgers Inc	9.42	100.00%	Moderate Buy	0%
RRR	Red Rock Resorts Inc	61.09	85.71%	Strong Buy	1.67%
RVMD	REVOLUTION Medicines Inc	211.74	94.74%	Strong Buy	0%
SABR	Sabre Corp	2.08	75.00%	Hold	0%
SBGI	Sinclair Inc	14.35	50.00%	Moderate Sell	6.94%
SDGR	Schrodinger Inc/United States	19.58	71.43%	Moderate Buy	0%
LNWO	Light & Wonder Inc	91.08	100.00%	Strong Buy	0%
SKYW	SkyWest Inc	100.78	75.00%	Hold	0%
SLM	SLM Corp	25.85	50.00%	Moderate Buy	1.97%
SNDL	SNDL Inc	1.33	100.00%	Moderate Buy	0%
SNDX	Syndax Pharmaceuticals Inc	19.75	100.00%	Strong Buy	0%
SONO	Sonos Inc	16.05	50.00%	Moderate Buy	0%
SPWH	Sportsman's Warehouse Holdings Inc	1.17	100.00%	Moderate Buy	0%
SSRM	SSR Mining Inc	36.83	100.00%	Strong Buy	0.08%
BMBL	Bumble Inc.	2.80	90.00%	Hold	0%
SVC	Service Properties Trust	8.09	66.67%	Moderate Buy	2.48%
TER	Teradyne Inc	383.15	66.67%	Moderate Buy	0.13%
TRVG	Trivago NV-ADR	4.89	75.00%	Hold	0%
TSEM	Tower Semiconductor Ltd	223.78	66.67%	Moderate Buy	0%
TXG	10X Genomics Inc	63.87	53.85%	Moderate Buy	0%
UPWK	Upwork Inc	8.66	75.00%	Hold	0%
UTHR	United Therapeutics Corp	521.00	77.78%	Strong Buy	0%
VEON	VEON Ltd	56.43	100.00%	Moderate Buy	0%
VIR	Vir Biotechnology Inc	9.21	100.00%	Strong Buy	0%
WT	WisdomTree Investments Inc	22.65	60.00%	Moderate Buy	0.51%
WING	Wingstop Inc	113.63	76.47%	Strong Buy	1.07%
WMG	Warner Music Group Corp	27.10	72.73%	Moderate Buy	2.84%
XNET	Xunlei Ltd-ADR	5.04			0%
XP	XP Inc	15.99	75.00%	Strong Buy	2.26%
ZG	Zillow Group Inc	36.57	50.00%	Moderate Buy	0%
GTM	ZoomInfo Technologies Inc	3.88	45.45%	Moderate Sell	0%
RPTX.CVR	RPTX Merger CVR	0.00			0%
QS	QuantumScape Corporation	5.70	100.00%	Hold	0%
DRH	DiamondRock Hospitality Co	12.77	66.67%	Moderate Buy	2.96%
PAA	Plains All American Pipeline LP	24.59	50.00%	Moderate Buy	0%
TIGO	Millicom International Cellular SA	90.47	75.00%	Hold	3.18%
GDS	GDS Holdings Ltd-ADR	32.85	100.00%	Strong Buy	0%
UHAL	U-Haul Holding Co	71.55	100.00%	Moderate Buy	0%
LFUS	Littelfuse Inc	411.97	100.00%	Strong Buy	0.92%
FUTU	Futu Holdings Ltd-ADR	112.73	75.00%	Strong Buy	0%
OMAB	Grupo Aeroportuario del Centro Norte S.A.B. de C.V.	101.96	50.00%	Moderate Buy	5.24%
HTLD	Heartland Express Inc	12.36	50.00%	Moderate Sell	0.62%
ASTE	Astec Industries Inc	41.87			1.19%
GSM	Ferroglobe Plc	3.85	100.00%	Moderate Buy	1.42%
AMKR	Amkor Technology Inc	50.86	66.67%	Moderate Buy	0.66%
MTSI	Macom Technology Solutions	266.18	80.00%	Strong Buy	0%
LKFT	Lakefront Boitherapeutics	28.27	100.00%	Hold	0%
STGW	Stagwell Inc	8.51	100.00%	Strong Buy	0%
TITN	Titan Machinery Inc	18.09	100.00%	Moderate Buy	0%
DYN	Dyne Therapeutics Inc	25.98	92.31%	Strong Buy	0%
PRME	Prime Medicine Inc	3.24	85.71%	Strong Buy	0%
GCT	GigaCloud Technology Inc	49.86	50.00%	Moderate Buy	0%
HDSN	Hudson Technologies Inc	5.57	50.00%	Moderate Buy	0%
CRCT	Cricut Inc	5.40	100.00%	Strong Sell	3.58%
BOOM	Dmc Global Inc	7.00	100.00%	Hold	0%
EZPW	EZCORP Inc	28.76	75.00%	Strong Buy	0%
PFBC	Preferred Bank	103.58	100.00%	Hold	3.01%
WRLD	World Acceptance Corporation	183.94			0%
PRDO	Perdoceo Education Corporation	32.48	100.00%	Moderate Buy	1.82%
MCRI	Monarch Casino & Resort Inc	125.65	80.00%	Hold	0.95%
ICHR	Ichor Holdings Ltd	58.87	85.71%	Strong Buy	0%
ROOT	Root Inc	57.41	75.00%	Hold	0%
AMCX	AMC Global Media Inc	12.19	50.00%	Moderate Sell	0%
WSBC	Wesbanco Inc	40.88	50.00%	Moderate Buy	3.70%
ZYME	Zymeworks Inc	26.57	100.00%	Strong Buy	0%
TOWN	Towne Bank	37.49	100.00%	Hold	2.85%
VITL	Vital Farms Inc	10.62	55.56%	Moderate Buy	0%
MATW	Matthews International Corporation	21.66	100.00%	Hold	4.80%
FLD	Fold Holdings Inc	0.45	100.00%	Moderate Buy	0%
THRY	Thryv Holdings Inc	2.05	66.67%	Moderate Buy	0%
MLAB	Mesa Laboratories Inc	119.15	100.00%	Hold	0.51%
LQDA	Liquidia Corporation	71.05	71.43%	Moderate Buy	0%
CFFN	Capitol Federal Financial Inc	8.49	66.67%	Moderate Buy	3.98%
FA	First Advantage Corporation	21.23	75.00%	Strong Buy	0%
ENTA	Enanta Pharmaceuticals Inc	13.13	100.00%	Moderate Buy	0%
ANAB	Anaptysbio Inc	56.69	100.00%	Strong Buy	0%
NVEC	NVE Corporation	110.09			3.64%
AMSF	Amerisafe Inc	25.70	100.00%	Hold	6.11%
AMTX	Aemetis Inc	1.92	100.00%	Moderate Buy	0%
LWLG	Lightwave Logic Inc	6.10			0%
TBPH	Theravance Biopharma Inc	16.95	100.00%	Hold	0%
IMTX	Immatics NV	8.55	100.00%	Strong Buy	0%
ALHC	Alignment Healthcare Inc	12.93	77.78%	Strong Buy	0%
OCFC	OceanFirst Financial Corp	19.08	75.00%	Hold	4.20%
MCHB	Mechanics Bancorp	16.37	100.00%	Moderate Buy	8.09%
SLP	Simulations Plus Inc	18.38	100.00%	Hold	0%
NEWT.US	Newtekone Inc	12.50			6.07%
RCEL	AVITA Medical Inc	10.09	100.00%	Strong Buy	0%
SYBT	Stock Yards Bancorp Inc	82.05	100.00%	Hold	1.56%
OFIX	Orthofix Medical Inc	10.01	75.00%	Strong Buy	0%
ALKT	Alkami Technology Inc	19.91	83.33%	Strong Buy	0%
DXPE	DXP Enterprises Inc	187.58	100.00%	Moderate Buy	0%
VSEC	VSE Corporation	214.51	88.89%	Strong Buy	0.18%
NMFC	New Mountain Finance Corporation	7.55	100.00%	Hold	16.01%
FNGR	Fingermotion Inc	0.23			0%
ANGO	AngioDynamics Inc	15.82	100.00%	Strong Buy	0%
PHAT	Phathom Pharmaceuticals Inc	8.60	100.00%	Strong Buy	0%
HWKN	Hawkins Inc	119.39	50.00%	Moderate Buy	0.65%
RNW	ReNew Energy Global Plc	6.82	100.00%	Hold	0%
DKNG	Draftkings Inc	25.03	88.46%	Strong Buy	0%
PLTR	Palantir Technologies Inc.	173.96	72.73%	Moderate Buy	0%
FROG	Jfrog Ltd	89.72	90.48%	Strong Buy	0%
KLRS	Kalaris Therapeutics Inc	4.12	100.00%	Strong Buy	0%
AGEN	Agenus Inc	7.49	100.00%	Moderate Buy	0%
PCVX	Vaxcyte Inc	61.34	100.00%	Strong Buy	0%
ABNB	Airbnb Inc	185.00	58.06%	Moderate Buy	0%
DASH.US	DoorDash Inc	222.36			0%
SAIA	Saia Inc.	359.63	66.67%	Moderate Buy	0%
LESL	Leslie's Inc	0.61			0%
AFRM	Affirm	75.05	83.33%	Strong Buy	0%
GLBE	Global-E Online Ltd	40.79	88.89%	Strong Buy	0%
ARRY	Array Technologies Inc	4.71	63.16%	Moderate Buy	0%
GTLB	GitLab	42.08	59.09%	Hold	0%
PGY	Pagaya Technologies Ltd	20.24	100.00%	Strong Buy	0%
RENT	Rent the Runway	3.66			0%
BIRD	Smartbird Inc	2.16			0%
GFS	GlobalFoundries Inc	47.33	50.00%	Moderate Buy	0.25%
DJT	Trump Media & Technology Group	8.51			0%
CEG	Constellation Energy Corp	272.92	83.33%	Strong Buy	0.61%
TPG	TPG Inc.	51.57	83.33%	Strong Buy	4.27%
WBD	Warner Bros Discovery Inc	28.23	80.00%	Hold	0%
BGDE	Big Digital Energy Inc	7.22			0%
WRD	WeRide Inc	6.07	100.00%	Moderate Buy	0%
SRAD	Sportradar Group AG	12.61	63.16%	Moderate Buy	0%
UPST	Upstart Holdings Inc	28.86	58.33%	Moderate Buy	0%
DUOL	Duolingo	147.03	64.71%	Hold	0%
EVGO	EVgo Inc	1.46	50.00%	Moderate Buy	0%
PRGS	Progress Software Corporation	43.21	80.00%	Strong Buy	0%
CMRC	Commerce.com Inc	2.25	50.00%	Hold	0%
BPOP	Popular Inc	168.22	100.00%	Strong Buy	1.77%
TENB	Tenable Holdings Inc	34.11	55.00%	Moderate Buy	0%
VRNS	Varonis Systems Inc	40.85	77.27%	Strong Buy	0%
CTKB	Cytek Biosciences Inc	4.66	66.67%	Moderate Buy	0%
HUT	Hut 8 Mining Corp	88.65	100.00%	Strong Buy	0%
SNY	Sanofi-ADR	45.15	100.00%	Hold	5.28%
LOGI	Logitech International S.A.	95.34	40.00%	Hold	1.66%
OZON	Ozon Holdings PLC	11.60			0%
ONC	BeiGene Ltd-ADR	369.16	100.00%	Strong Buy	0%
CENTA	Central Garden & Pet Company	38.06			0%
BCPC	Balchem Corporation	179.63	100.00%	Moderate Buy	0.53%
THRM	Gentherm Incorporated	40.67	60.00%	Moderate Buy	0%
GILT	Gilat Satellite Networks Ltd	10.52	100.00%	Moderate Buy	0%
GDYN	Grid Dynamics Holdings Inc	7.91	83.33%	Strong Buy	0%
PEGA	Pegasystems Inc	33.61	60.00%	Moderate Buy	0.36%
IVVD	Invivyd Inc	0.95	100.00%	Strong Buy	0%
ASND	Ascendis Pharma-ADR	254.81	100.00%	Strong Buy	0%
ALGT	Allegiant Travel Company	76.41	66.67%	Moderate Buy	0%
GRPN	Groupon Inc	19.60	66.67%	Moderate Buy	0%
BSY	Bentley Systems, Incorporated	36.40	87.50%	Strong Buy	0.76%
CMPS	COMPASS Pathways plc	13.82	92.86%	Strong Buy	0%
LOVE	The Lovesac Company	16.27	100.00%	Strong Buy	0%
USEA	United Maritime Corp	2.71	100.00%	Moderate Buy	10.49%
CHRD	Chord Energy Corporation	148.81	90.00%	Strong Buy	4.40%
FIP	FTAI Infrastructure LLC	3.73	100.00%	Strong Buy	3.14%
INBX	Inhibrx Biosciences Inc	99.15	100.00%	Moderate Buy	0%
WAY	Waystar Holding Corp	24.84	94.12%	Strong Buy	0%
FUSN.CVR	Fusion Pharmaceuticals Inc CVR Payment (Acquired)	0.00			0%
INBX.CVR	Inhibrx Inc CVR Payment (Acquired)	0.00			0%
TEM.US	Tempus AI Inc	66.65			0%
GRAL	Grail Inc	77.97	57.14%	Moderate Buy	0%
TECX.CVR	Tectonic Therapeutic Inc Merger CVR	0.00			0%
SUNS	Sunrise Realty Trust Inc	7.62	50.00%	Moderate Buy	15.69%
PSTX.CVR	Poseida Therapeutics Inc Merger CVR	0.00			0%
VRM	Vroom Inc	9.86			0%
SFD	Smithfield Foods Inc	22.28	100.00%	Strong Buy	5.34%
SNDK	Sandisk Corp/DE	1596.08	87.50%	Strong Buy	0%
NDAQ	Nasdaq Inc.	97.55	92.86%	Strong Buy	1.14%
LBRDK	Liberty Broadband Corporation	36.02	100.00%	Moderate Buy	0%
ICLR	ICON Public Limited Company	174.26	66.67%	Moderate Buy	0%
FOX.US	Fox Corporation	60.45			0.92%
XELAP	Exela Technologies Pref	0.01			0%
ACGL	Arch Capital Group Ltd.	99.31	46.15%	Moderate Buy	0%
NDSN	Nordson Corporation	334.70	75.00%	Strong Buy	0.99%
PCTY	Paylocity Holding Corporation	152.36	87.50%	Strong Buy	0%
MORN	Morningstar Inc.	217.49	66.67%	Moderate Buy	0.91%
OPEN	Opendoor Technologies Inc	3.47	66.67%	Hold	0%
EWBC	East West Bancorp Inc.	129.89	69.23%	Moderate Buy	2.31%
CNXC	Concentrix Corporation	25.20	75.00%	Strong Buy	5.67%
ZLAB	Zai Lab Limited-ADR	26.02	100.00%	Moderate Buy	0%
MEDP	Medpace Holdings Inc.	612.64	81.82%	Hold	0%
LEGN	Legend Biotech Corporation-ADR	21.26	60.00%	Moderate Buy	0%
FCNCA	First Citizens BancShares Inc.	2183.54	87.50%	Hold	0.38%
FOXF	Fox Factory Holding Corp.	21.33	50.00%	Hold	0%
WWD	Woodward Inc.	342.20	88.89%	Strong Buy	0.44%
BL	BlackLine Inc.	31.92	77.78%	Hold	0%
VICR	Vicor Corporation	207.64	100.00%	Strong Buy	0%
SPT	Sprout Social Inc.	10.07	55.56%	Hold	0%
RGLD	Royal Gold Inc.	252.36	60.00%	Moderate Buy	0.72%
COLM	Columbia Sportswear Company	59.44	50.00%	Hold	2.49%
KRNT	Kornit Digital Ltd.	16.44	75.00%	Strong Buy	0%
ASTH	Astrana Health Inc	38.74	87.50%	Strong Buy	0%
EXPO	Exponent Inc.	69.38	75.00%	Strong Buy	1.74%
RBC	RBC Bearings Incorporated	504.61	100.00%	Strong Buy	0%
HLNE	Hamilton Lane Incorporated	104.06	85.71%	Strong Buy	2.11%
OZK	Bank OZK	49.28	71.43%	Hold	3.76%
HELE	Helen of Troy Limited	27.53	100.00%	Hold	0%
VLY	Valley National Bancorp	14.12	70.00%	Moderate Buy	3.11%
ACHC	Acadia Healthcare Company Inc.	26.97	60.00%	Moderate Buy	0%
IART	Integra LifeSciences Holdings Corporation	16.59	75.00%	Hold	0%
NFE	New Fortress Energy Inc.	0.30			0%
CELH	Celsius Holdings Inc.	32.54	88.89%	Strong Buy	0%
CERT	Certara Inc.	8.73	75.00%	Hold	0%
TWST	Twist Bioscience Corporation	136.33	88.89%	Strong Buy	0%
SITM	SiTime Corporation	598.81	100.00%	Strong Buy	0%
STAA	STAAR Surgical Company	23.07	62.50%	Hold	0%
SPSC	SPS Commerce Inc.	79.43	66.67%	Hold	0%
QLYS	Qualys Inc.	182.21	73.33%	Hold	0%
NBP	NovaBridge Biosciences	1.91	100.00%	Moderate Buy	0%
ICUI	ICU Medical Inc.	182.53	100.00%	Strong Buy	0%
NEO.US	NeoGenomics Inc.	16.53			0%
DIOD	Diodes Incorporated	90.74	100.00%	Moderate Buy	0%
KNSL	Kinsale Capital Group Inc.	381.15	75.00%	Hold	0.22%
LIVN	LivaNova PLC	78.21	83.33%	Strong Buy	0%
ENSG	The Ensign Group Inc.	179.85	75.00%	Strong Buy	0.14%
ASO	Academy Sports and Outdoors Inc.	45.65	69.23%	Moderate Buy	1.22%
JOYY	JOYY Inc.-ADR	73.77	100.00%	Moderate Buy	6.52%
HAPN	Happen Inc	17.97	100.00%	Strong Buy	0%
FRHC	Freedom Holding Corp.	163.69			0%
ABCL	AbCellera Biologics Inc.	11.57	100.00%	Strong Buy	0%
LOB	Live Oak Bancshares Inc.	40.73	75.00%	Strong Buy	0.29%
SHOO	Steven Madden Ltd.	45.71	75.00%	Moderate Buy	1.82%
INDB	Independent Bank Corp.	83.51	50.00%	Hold	2.94%
CRNC	Cerence Inc.	7.95	100.00%	Hold	0%
EYE	National Vision Holdings Inc.	18.39	75.00%	Strong Buy	0%
NVMI	Nova Ltd.	383.87	87.50%	Strong Buy	0%
ACIW	ACI Worldwide Inc.	51.57	66.67%	Moderate Buy	0%
VSAT	Viasat Inc.	74.03	85.71%	Strong Buy	0%
TGTX	TG Therapeutics Inc.	50.56	71.43%	Moderate Buy	0%
AUPH	Aurinia Pharmaceuticals Inc.	17.27	66.67%	Moderate Buy	0%
ALKS	Alkermes plc	48.02	75.00%	Moderate Buy	0%
NEXN	Nexxen International Ltd	9.74	100.00%	Strong Buy	0%
CLOV	Clover Health Investments Corp.	4.10	50.00%	Moderate Buy	0%
AMBR	Amber International Holding Lt	0.98			0%
CYRX	CryoPort Inc.	16.71	83.33%	Strong Buy	0%
TRUP	Trupanion Inc	30.68	60.00%	Moderate Buy	0%
TEAD	TEAD Holdings Co	0.63	50.00%	Moderate Buy	0%
PLTK	Playtika Holding Corp.	2.35	71.43%	Moderate Buy	8.44%
WOOF	Petco Health & Wellness Company Inc	2.85	71.43%	Hold	0%
DRVN	Driven Brands Holdings Inc	13.04	62.50%	Moderate Buy	0%
LGIH	LGI Homes Inc.	56.75			0%
LOPE	Grand Canyon Education Inc.	146.27	100.00%	Strong Buy	0%
AHCO	AdaptHealth Corp.	5.39	100.00%	Strong Buy	0%
WDFC	WD-40 Company	211.92	66.67%	Moderate Buy	1.84%
TCBI	Texas Capital Bancshares Inc.	98.04	66.67%	Hold	0.20%
IOVA	Iovance Biotherapeutics Inc.	8.99	71.43%	Moderate Buy	0%
FLGT	Fulgent Genetics Inc.	19.92	100.00%	Hold	0%
CVLT	Commvault Systems Inc.	131.63	69.23%	Moderate Buy	0%
NWE	NorthWestern Corporation	70.81	80.00%	Hold	4.79%
COLB	Columbia Banking System Inc.	30.84	55.56%	Moderate Buy	4.77%
UCTT	Ultra Clean Holdings Inc.	73.01	100.00%	Strong Buy	0%
PRCH	Porch Group Inc.	17.08	80.00%	Strong Buy	0%
NTCT	NetScout Systems Inc.	38.04	100.00%	Hold	0%
CDNA	CareDx Inc	46.99	60.00%	Moderate Buy	0%
TW	Tradeweb Markets Inc.	106.10	54.55%	Moderate Buy	0.49%
GDRX	GoodRx Holdings Inc.	3.56	50.00%	Moderate Buy	0%
ARGX	Argenx SE-ADR	1040.00	90.91%	Strong Buy	0%
WSC	WillScot Mobile Mini Holdings Corp.	22.00	71.43%	Moderate Buy	1.26%
OMCL	Omnicell Inc.	35.50	100.00%	Strong Buy	0%
RKLB	Rocket Lab Corp	72.95	75.00%	Strong Buy	0%
FLNC	Fluence Energy Inc.	11.39	66.67%	Moderate Buy	0%
NCNO	nCino Inc.	20.36	60.00%	Moderate Buy	0%
BEAM	Beam Therapeutics Inc.	28.39	90.91%	Strong Buy	0%
WTFC	Wintrust Financial Corporation	152.61	72.73%	Moderate Buy	1.41%
APPN	Appian Corporation	37.28	66.67%	Hold	0%
RARE.US	Ultragenyx Pharmaceutical Inc.	25.32			0%
GSHD	Goosehead Insurance Inc	70.70	50.00%	Moderate Buy	0%
EXLS	ExlService Holdings Inc.	37.05	100.00%	Strong Buy	0%
ARVN	Arvinas Inc.	9.03	54.55%	Moderate Buy	0%
KLIC	Kulicke and Soffa Industries Inc.	85.13	66.67%	Moderate Buy	0.96%
INSM	Insmed Incorporated	125.08	100.00%	Strong Buy	0%
RLAY	Relay Therapeutics Inc.	19.70	100.00%	Strong Buy	0%
PTLO	Portillo's Inc.	4.77	57.14%	Moderate Buy	0%
ONB	Old National Bancorp	25.83	66.67%	Moderate Buy	2.21%
WERN	Werner Enterprises Inc.	38.05	53.85%	Hold	1.44%
UPBD	Upbound Group Inc	18.54	60.00%	Moderate Buy	8.30%
FTDR	Frontdoor Inc.	81.94	66.67%	Moderate Buy	0%
ARCB	ArcBest Corporation	135.89	58.33%	Moderate Buy	0.34%
ALLO	Allogene Therapeutics Inc.	2.10	85.71%	Strong Buy	0%
FLNA	Filana Therapeutics Inc	0.94	100.00%	Moderate Buy	0%
ACLS	Axcelis Technologies Inc.	124.97	60.00%	Hold	0%
SBLK	Star Bulk Carriers Corp.	30.06			6.33%
HYZN	Hyzon Motors Inc.	0.64			0%
IRWD	Ironwood Pharmaceuticals Inc.	4.14	100.00%	Moderate Buy	0%
BAND.US	Bandwidth Inc.	48.15			0%
HYFM	Hydrofarm Holdings Group Inc.	1.05			0%
AOSL	Alpha and Omega Semiconductor Limited	26.22	50.00%	Moderate Buy	0%
ORGN	Origin Materials Inc	0.95			0%
