PROK	24	Healthcare	854
PRLD	70	Healthcare	854
PVLA	48	Healthcare	854
ABVX.PA	9	Healthcare	854
ALCGM.PA	95	Healthcare	854
ALBIO.PA	63	Healthcare	854
PRTA	21	Healthcare	854
ALGEN.PA	55	Healthcare	854
ALIMP.PA	21	Healthcare	854
ALNFL.PA	11	Healthcare	854
ALSMA.PA	21	Healthcare	854
ALSPW.PA	18	Healthcare	854
DIM.PA	70	Healthcare	854
EAPI.PA	52	Healthcare	854
BIM.PA	81	Healthcare	854
EMEIS.PA	63	Healthcare	854
ERF.PA	67	Healthcare	854
GBT.PA	70	Healthcare	854
CVX.PA	0	Healthcare	854
LBIRD.PA	63	Healthcare	854
MAAT.PA	18	Healthcare	854
OSE.PA	11	Healthcare	854
SAN.PA	48	Healthcare	854
TNG.PA	1	Healthcare	854
VLA.PA	5	Healthcare	854
VIRP.PA	72	Healthcare	854
QDEL	18	Healthcare	854
QURE	15	Healthcare	854
RMTI	28	Healthcare	854
RPRX	97	Healthcare	854
REPL	45	Healthcare	854
REGN	96	Healthcare	854
RGNX	32	Healthcare	854
QTRX	15	Healthcare	854
SCLX	7	Healthcare	854
SCYX	13	Healthcare	854
RXRX	21	Healthcare	854
SGRY	63	Healthcare	854
SHC	96	Healthcare	854
SINT	45	Healthcare	854
SMMT	15	Healthcare	854
SMTI	38	Healthcare	854
SPTX	48	Healthcare	854
SRTA	58	Healthcare	854
SPRY	24	Healthcare	854
STLN	76	Healthcare	854
STRO	38	Healthcare	854
SNDX	7	Healthcare	854
SVRA	21	Healthcare	854
SPOK	81	Healthcare	854
BIOGb.ST	63	Healthcare	854
ASKER.ST	70	Healthcare	854
DYVOX.ST	79	Healthcare	854
CAMX.ST	81	Healthcare	854
SECTb.ST	52	Healthcare	854
NOLAb.ST	45	Healthcare	854
VIMIAN.ST	67	Healthcare	854
HLS.ASX	38	Healthcare	854
NAN.ASX	48	Healthcare	854
NEU.ASX	63	Healthcare	854
SHL.ASX	42	Healthcare	854
TLX.ASX	63	Healthcare	854
TARS	55	Healthcare	854
TNGX	45	Healthcare	854
TMDX	52	Healthcare	854
TRAX	48	Healthcare	854
2413.T	94	Healthcare	854
4523.T	67	Healthcare	854
TSHA	32	Healthcare	854
4578.T	94	Healthcare	854
4506.T	86	Healthcare	854
7733.T	86	Healthcare	854
UPB	24	Healthcare	854
VCEL	76	Healthcare	854
VNDA	28	Healthcare	854
VRDN	28	Healthcare	854
VRTX	90	Healthcare	854
UTHR	79	Healthcare	854
VTRS	88	Healthcare	854
VKTX	28	Healthcare	854
XERS	67	Healthcare	854
WVE	24	Healthcare	854
WGS	18	Healthcare	854
ZLAB	45	Healthcare	854
ZVRA	94	Healthcare	854
XRAY	48	Healthcare	854
ZBIO	35	Healthcare	854
NOVN.ZU	63	Healthcare	854
PPGN.ZU	67	Healthcare	854
STMN.ZU	94	Healthcare	854
ABVX	13	Healthcare	854
ACHC	72	Healthcare	854
ABCL	52	Healthcare	854
ABOS	55	Healthcare	854
ACRS	35	Healthcare	854
ADPT	48	Healthcare	854
AGIO	32	Healthcare	854
ADUS	88	Healthcare	854
AHCO	42	Healthcare	854
AKBA	24	Healthcare	854
AIRS	21	Healthcare	854
ALEC	21	Healthcare	854
ALMR	84	Healthcare	854
ALNY	79	Healthcare	854
ALXO	35	Healthcare	854
ANIK	79	Healthcare	854
ANTX	48	Healthcare	854
ALT.US	21	Healthcare	854
APGE	2	Healthcare	854
ARCT	32	Healthcare	854
ARWR	52	Healthcare	854
ATEC	76	Healthcare	854
ATTO	35	Healthcare	854
ATRA	35	Healthcare	854
AVLN	42	Healthcare	854
AYTU	48	Healthcare	854
AURA	21	Healthcare	854
AXGN	55	Healthcare	854
LKFT.NV	76	Healthcare	854
BDTX	18	Healthcare	854
BMRN	79	Healthcare	854
BRVE	38	Healthcare	854
BTMD	67	Healthcare	854
ARGX.BR	81	Healthcare	854
HYL.BR	3	Healthcare	854
SEQUA.BR	9	Healthcare	854
CELC	48	Healthcare	854
CCCC	35	Healthcare	854
CERS	63	Healthcare	854
CGC	5	Healthcare	854
CLOV	70	Healthcare	854
CLDX	9	Healthcare	854
COO	52	Healthcare	854
CRIS	11	Healthcare	854
CRON	79	Healthcare	854
CVRX	15	Healthcare	854
COGT	38	Healthcare	854
CHEMM.CO	55	Healthcare	854
DEMANT.CO	91	Healthcare	854
GN.CO	42	Healthcare	854
HLUNB.CO	99	Healthcare	854
NOVO-B.CO	91	Healthcare	854
DCGO	18	Healthcare	854
DERM	38	Healthcare	854
DH	63	Healthcare	854
DMRA	45	Healthcare	854
DSGN	67	Healthcare	854
DFTX	45	Healthcare	854
DNTH	45	Healthcare	854
DXCM	99	Healthcare	854
EDIT	28	Healthcare	854
EIKN	42	Healthcare	854
FLGT	45	Healthcare	854
FDMT	63	Healthcare	854
22UA.DE	55	Healthcare	854
2M6.DE	88	Healthcare	854
AJ91.DE	79	Healthcare	854
BAYN.DE	76	Healthcare	854
DRW8.DE	67	Healthcare	854
HIGH.DE	32	Healthcare	854
HPHA.DE	15	Healthcare	854
LIK.DE	79	Healthcare	854
M3V.DE	21	Healthcare	854
PSH0.DE	13	Healthcare	854
SHL.DE	63	Healthcare	854
V3V.DE	45	Healthcare	854
GERN	15	Healthcare	854
GDRX	48	Healthcare	854
GENB	63	Healthcare	854
GPCR	35	Healthcare	854
GEHC	76	Healthcare	854
GHRS	55	Healthcare	854
GRFS	91	Healthcare	854
HCM	35	Healthcare	854
GMAB.US	95	Healthcare	854
AIFORIA.HE	5	Healthcare	854
HRMY	98	Healthcare	854
HTFL	38	Healthcare	854
NXTMH.HE	15	Healthcare	854
ORIOLA.HE	11	Healthcare	854
REG1V.HE	38	Healthcare	854
01177.HK	99	Healthcare	854
02196.HK	76	Healthcare	854
1873.HK	94	Healthcare	854
3759.HK	67	Healthcare	854
6990.HK	42	Healthcare	854
IDXX	79	Healthcare	854
IBRX	42	Healthcare	854
ICLR	45	Healthcare	854
IMUX	35	Healthcare	854
INDV	90	Healthcare	854
ILMN	76	Healthcare	854
INO	5	Healthcare	854
IOVA	28	Healthcare	854
IMRX	28	Healthcare	854
INSM	32	Healthcare	854
INCY	97	Healthcare	854
IRD	35	Healthcare	854
IRMD	88	Healthcare	854
IRWD	100	Healthcare	854
JAZZ	100	Healthcare	854
KURA	24	Healthcare	854
IXHL	32	Healthcare	854
LFCR	32	Healthcare	854
KOD	35	Healthcare	854
LGND	94	Healthcare	854
LYEL	13	Healthcare	854
LMAT	72	Healthcare	854
LMRI	55	Healthcare	854
BVC.L	21	Healthcare	854
CTEC.L	63	Healthcare	854
HIK.L	94	Healthcare	854
GNS.L	76	Healthcare	854
IMM.L	2	Healthcare	854
DXRX.L	52	Healthcare	854
MDGL	28	Healthcare	854
MDXG	70	Healthcare	854
MENS	7	Healthcare	854
MCRB	28	Healthcare	854
MMED	52	Healthcare	854
MOBI	52	Healthcare	854
MREO	15	Healthcare	854
MSPR	3	Healthcare	854
MRVI	55	Healthcare	854
FAE.MC	94	Healthcare	854
GRF.MC	98	Healthcare	854
NKTR	15	Healthcare	854
NTLA	9	Healthcare	854
NPCE	58	Healthcare	854
NVAX	45	Healthcare	854
ABBV	79	Healthcare	854
