HSW.L	5.8	0.5	1.0	1.0	1.0	1.0	1.5	2.0	0.5	2.0	1.0	0.0	0.0	1.5	2.0	2.0	1.0	1.5	1.5	16
RVTY	6.4	2.0	0.0	1.0	0.5	1.0	1.0	2.0	1.5	1.0	1.5	2.0	1.5	1.0	1.0	2.0	1.5	1.0	1.5	18
4004.T	5.8	2.0	1.0	1.0	1.0	1.0	1.5	1.0	1.0	0.5	1.5	0.5	1.0	1.0	1.5	2.0	1.0	1.5	1.0	16
TLN	4.4	1.0	0.0	1.0	0.0	0.5	2.0	1.5	0.0	2.0	1.5	1.0	0.5	0.0	1.0	1.0	1.0	0.5	1.5	16
CVCO	4.9	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.5	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	18
DE	5.4	1.0	1.0	1.0	0.0	1.5	0.0	1.0	1.5	1.0	2.0	2.0	0.5	0.5	1.5	2.0	1.0	0.5	1.5	18
DORM	6.2	1.5	2.0	1.0	0.0	1.5	1.0	1.5	1.5	1.0	1.0	2.0	1.5	1.5	2.0	1.0	1.0	0.5	1.0	18
00175.HK	7.1	2.0	1.0	1.0	1.0	1.0	1.5	0.5	0.5	2.0	2.0	2.0	1.5	2.0	2.0	2.0	0.5	2.0	1.0	16
INKT	3.8	1.0	1.0	0.0	2.0	0.5	1.0	0.0	0.0	0.0	0.5	1.0	1.0	1.0	1.0	1.0	0.0	1.5	1.0	11
HBNC	5.1	2.0	0.0	1.0	1.0	0.5	1.5	0.0	2.0	1.0	1.0	1.0	1.5	1.0	1.0	2.0	0.0	2.0	0.0	15
SAR.US	5.4	1.0	1.0	1.0	0.0	1.5	0.5	2.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	1.5	0.0	16
SNWS.L	5.0	2.0	1.0	1.0	1.0	1.0	0.5	0.0	0.5	2.0	0.5	0.0	0.0	2.0	2.0	2.0	0.5	1.0	1.0	16
ASPN	4.9	1.0	0.0	1.0	2.0	0.0	0.0	0.5	0.0	2.0	1.0	1.0	1.5	1.0	2.0	1.0	0.0	2.0	1.5	16
