HSY	6.2	6.2	6.1	24
FRS.DE	3.6		3.6	6
BBY	6.1	6.1	6.1	24
EROK	6.5	7.1	5.2	18
FAF	6.0	6.1	5.9	23
DOTD.L	5.8	5.9	5.5	19
ABB.ASX	5.7	5.9	5.2	19
RUBI	4.1		4.1	6
DFLI	4.0	4.6	2.5	20
MTVW.L	6.8		6.8	7
IMAX	6.9	6.4	8.0	24
MGEE	5.2	5.2	5.2	23
AFCG	5.2		5.2	8
YAL.ASX	6.1	6.2	5.9	18
BNS	6.3	6.2	6.4	19
LEVI	6.6	6.8	6.1	23
RNR	6.6	7.0	5.7	23
ALODC.PA	5.2		5.2	9
ASC.L	4.4	4.3	4.8	18
PSDL.L	3.9		3.9	6
MAR.LS	4.5		4.5	5
ET	6.7	6.4	7.3	24
TV	4.1	4.3	3.6	21
KIE.L	5.6	6.1	4.3	19
BLFS	5.8	5.7	5.9	23
UNIT	5.3	5.2	5.7	22
MEOH	7.2	7.1	7.5	23
SNOW	5.3	5.5	4.8	23
PAMPALO.HE	5.9		5.9	10
PSTL	6.7	6.6	7.0	23
CPAY	7.0	6.4	8.4	24
ENOV	5.4	5.5	5.2	23
SAMPO.HE	5.7		5.7	10
TSEOQ	3.2		3.2	8
TRTX	5.6	5.2	6.4	22
ABI.BR	7.5		7.5	10
AURA	4.8	5.4	3.4	20
RXT	4.2	4.5	3.4	20
PSIX	6.9	7.7	5.0	22
SECU-B.ST	5.9		5.9	10
KBR	5.8	6.2	4.8	23
OSBC	6.7	6.6	6.8	20
MNTN	7.0	7.3	6.4	23
DBX	6.3	6.4	6.1	23
KOD	4.7	5.4	3.0	20
FIX	7.2	7.7	5.9	23
ALLIX.PA	5.0		5.0	7
TLW.L	5.3	5.9	3.9	18
RRR	6.3	6.1	6.8	24
SAGA.L	5.3	5.5	5.0	19
PSMT	5.3	5.2	5.5	23
FPS	6.4	6.1	7.0	20
CLBT	6.6	6.8	6.1	23
PUB.PA	6.1	6.2	5.9	18
NG.L	5.0	4.6	5.9	20
HVT	5.9		5.9	10
6674.T	3.9		3.9	8
ACLX.CVR	5.0	5.0		0
NETC.CO	5.5		5.5	10
CYTK	4.9	5.2	4.3	21
LGND	6.4	6.6	5.9	23
IXX.DE	6.2	6.4	5.7	20
KHC	5.4	5.5	5.2	23
ING.L	6.6		6.6	9
VMI	6.7	7.7	4.5	23
LOV.ASX	6.0	5.7	6.8	19
FBK	5.6	5.4	6.1	21
ATHXQ	3.4		3.4	5
ATNM	6.9	7.0	6.6	20
SCYX	4.4	5.0	3.0	20
ALPUL.PA	4.1		4.1	7
OLED	5.7	5.2	7.0	23
RH	5.0	4.6	5.9	22
0B2.DE	6.0	6.2	5.5	14
1U1.DE	6.1	6.2	5.9	20
OPRX	6.0	6.2	5.5	23
EFF0.DE	4.1		4.1	6
4704.T	5.7		5.7	9
PDM	5.1	5.4	4.3	21
VYX	5.9	6.2	5.2	23
BSL.ASX	5.8	5.7	6.1	19
MGTX	7.6	7.7	7.5	22
UPB	4.6	4.8	4.1	21
MNKS.L	5.5		5.5	2
RWAY.MI	6.3	5.9	7.3	19
780.HK	7.3		7.3	10
AXFO.ST	4.4	4.5	4.1	21
ALNTG.PA	5.9		5.9	8
CINT	5.5	5.7	5.0	23
DCH.US	6.2	5.9	6.8	22
CEK.DE	7.3		7.3	9
IOM.L	4.2	4.1	4.5	17
NFG	6.4	6.6	5.9	23
RYN	5.1	5.4	4.3	23
MTU.PA	6.1		6.1	9
AVAV	4.4	4.3	4.5	23
6981.T	7.3		7.3	10
JMIA	4.6	4.8	4.1	21
GETY	4.2	3.9	5.0	19
FF	4.1		4.1	6
MENS	3.9		3.9	5
CELC	4.9	5.7	3.2	20
FBNC	6.0	6.2	5.7	20
TRIFOR.CO	4.8		4.8	10
MRP	6.0	5.9	6.4	23
ONT.US	5.1	5.5	4.3	21
TRI.PA	6.3	6.4	6.1	19
UNA.NV	5.9	5.9	5.9	20
REYN	5.9	6.1	5.5	23
MMT.PA	4.8		4.8	9
NXR.L	6.3	6.6	5.7	19
RYTM	5.1	5.2	4.8	21
00135.HK	5.0		5.0	8
SEA.L	5.7		5.7	6
BZ	7.2	6.6	8.6	23
ORLY	5.7	5.4	6.4	23
NEX.PA	6.4	6.8	5.5	20
TPC	6.5	7.1	5.0	23
ITG	6.1	6.6	4.8	16
SGP	5.0	5.7	3.4	17
ALTME.PA	4.3		4.3	5
ADAM	6.5	6.4	6.6	23
1913.HK	5.9	5.9	5.9	20
UMH	7.1	7.1	7.0	23
CVI.US	5.2	5.2	5.2	23
8316.T	5.7		5.7	9
CWH	5.0	5.2	4.5	22
FRME	6.0	5.9	6.4	20
TRIG.L	4.1		4.1	6
NVDA	7.7	7.5	8.0	24
CTRI	5.8	6.1	5.0	24
SVV	5.1	4.8	5.9	23
