ACT.DE	Frankfurt
ADN1.DE	Frankfurt
ADS.DE	Frankfurt
AEIN.DE	Frankfurt
AFX.DE	Frankfurt
AG1.DE	Frankfurt
AIXA.DE	Frankfurt
ALI1.DE	Frankfurt
ALV.DE	Frankfurt
AMD.EUR	Frankfurt
AMV0.DE	Frankfurt
AMZN.EUR	Frankfurt
AOF.DE	Frankfurt
AT1.DE	Frankfurt
AVGO.EUR	Frankfurt
AZ2.DE	Frankfurt
BAS.DE	Frankfurt
BAYN.DE	Frankfurt
BC8.DE	Frankfurt
BEI.DE	Frankfurt
BFSA.DE	Frankfurt
BMW.DE	Frankfurt
BNR.DE	Frankfurt
BOSS.DE	Frankfurt
BSL.DE	Frankfurt
CBK.DE	Frankfurt
CON.DE	Frankfurt
CWC.DE	Frankfurt
DB1.DE	Frankfurt
DBAN.DE	Frankfurt
DBK.DE	Frankfurt
DEF.DE	Frankfurt
DEQ.DE	Frankfurt
DEZ.DE	Frankfurt
DHER.DE	Frankfurt
DHL.DE	Frankfurt
DMP.DE	Frankfurt
DOU.DE	Frankfurt
DTE.DE	Frankfurt
DTG.DE	Frankfurt
DUE.DE	Frankfurt
DWS.DE	Frankfurt
EBO.DE	Frankfurt
EIN.DE	Frankfurt
ELG.DE	Frankfurt
ENR.DE	Frankfurt
EOAN.DE	Frankfurt
EVD.DE	Frankfurt
EVK.DE	Frankfurt
EVT.DE	Frankfurt
EXL.DE	Frankfurt
FIE.DE	Frankfurt
FME.DE	Frankfurt
FNTN.DE	Frankfurt
FPE.DE	Frankfurt
FRA.DE	Frankfurt
FRE.DE	Frankfurt
FTK.DE	Frankfurt
FYB.DE	Frankfurt
G1A.DE	Frankfurt
G24.DE	Frankfurt
GBF.DE	Frankfurt
GFT.DE	Frankfurt
GLJ.DE	Frankfurt
GOOG.EUR	Frankfurt
GXI.DE	Frankfurt
GYC.DE	Frankfurt
HABA.DE	Frankfurt
HAG.DE	Frankfurt
HBH.DE	Frankfurt
HDD.DE	Frankfurt
HEI.DE	Frankfurt
HEN3.DE	Frankfurt
HFG.DE	Frankfurt
HLAG.DE	Frankfurt
HLE.DE	Frankfurt
HNR1.DE	Frankfurt
HOT.DE	Frankfurt
HYQ.DE	Frankfurt
IFX.DE	Frankfurt
ILM1.DE	Frankfurt
INH.DE	Frankfurt
INS.DE	Frankfurt
IOS.DE	Frankfurt
IXX.DE	Frankfurt
JEN.DE	Frankfurt
JST.DE	Frankfurt
JUN3.DE	Frankfurt
KBX.DE	Frankfurt
KCO.DE	Frankfurt
KGX.DE	Frankfurt
KRN.DE	Frankfurt
KSB3.DE	Frankfurt
KTN.DE	Frankfurt
KWS.DE	Frankfurt
LEG.DE	Frankfurt
LEN.DE	Frankfurt
LHA.DE	Frankfurt
LIN.DE	Frankfurt
LPK.DE	Frankfurt
LXS.DE	Frankfurt
MBB.DE	Frankfurt
MBG.DE	Frankfurt
META.EUR	Frankfurt
MLP.DE	Frankfurt
MRK.DE	Frankfurt
MSFT.EUR	Frankfurt
MTX.DE	Frankfurt
MUV2.DE	Frankfurt
MUX.DE	Frankfurt
NA9.DE	Frankfurt
NDA.DE	Frankfurt
NDX1.DE	Frankfurt
NEM.DE	Frankfurt
NP5.DE	Frankfurt
NVDA.EUR	Frankfurt
OEWA.DE	Frankfurt
OHB.DE	Frankfurt
PAH3.DE	Frankfurt
PAT.DE	Frankfurt
PCZ.DE	Frankfurt
PLTR.EUR	Frankfurt
PNE3.DE	Frankfurt
PSM.DE	Frankfurt
PUM.DE	Frankfurt
QIA.DE	Frankfurt
R3NK.DE	Frankfurt
RAA.DE	Frankfurt
RAW.DE	Frankfurt
RHM.DE	Frankfurt
RRTL.DE	Frankfurt
RWE.DE	Frankfurt
RY4C.DE	Frankfurt
S92.DE	Frankfurt
SAP.DE	Frankfurt
SAV.DE	Frankfurt
SAX.DE	Frankfurt
SBS.DE	Frankfurt
SDF.DE	Frankfurt
SFQ.DE	Frankfurt
SGL.DE	Frankfurt
SHA0.DE	Frankfurt
SHL.DE	Frankfurt
SIE.DE	Frankfurt
SIX2.DE	Frankfurt
SLL.DE	Frankfurt
SMHN.DE	Frankfurt
STM.DE	Frankfurt
SY1.DE	Frankfurt
SZG.DE	Frankfurt
SZU.DE	Frankfurt
TA1.DE	Frankfurt
TEG.DE	Frankfurt
TIMA.DE	Frankfurt
TKA.DE	Frankfurt
TKMS.DE	Frankfurt
TLX.DE	Frankfurt
TMV.DE	Frankfurt
TNIE.DE	Frankfurt
TPE.DE	Frankfurt
TSLA.EUR	Frankfurt
TUI1.DE	Frankfurt
UN0.DE	Frankfurt
UTDI.DE	Frankfurt
VBK.DE	Frankfurt
VH2.DE	Frankfurt
VNA.DE	Frankfurt
VOS.DE	Frankfurt
VOW.DE	Frankfurt
VOW3.DE	Frankfurt
WAC.DE	Frankfurt
WAF.DE	Frankfurt
WCH.DE	Frankfurt
WIB.DE	Frankfurt
YSN.DE	Frankfurt
ZAL.DE	Frankfurt
74SW.PA	Paris
ABVX.PA	Paris
AC.PA	Paris
ACA.PA	Paris
ADP.PA	Paris
AF.PA	Paris
AI.PA	Paris
AIR.PA	Paris
AKE.PA	Paris
ALCGM.PA	Paris
ALCOX.PA	Paris
ALO.PA	Paris
ALSEN.PA	Paris
AM.PA	Paris
AMUN.PA	Paris
ANTIN.PA	Paris
ARG.PA	Paris
ATE.PA	Paris
ATO.PA	Paris
AUB.PA	Paris
AYV.PA	Paris
BEN.PA	Paris
BIM.PA	Paris
BN.PA	Paris
BNP.PA	Paris
BVI.PA	Paris
CA.PA	Paris
CAP.PA	Paris
COFA.PA	Paris
COTY.PA	Paris
COV.PA	Paris
CS.PA	Paris
DEC.PA	Paris
DG.PA	Paris
DIM.PA	Paris
DSY.PA	Paris
EDEN.PA	Paris
EL.PA	Paris
ELIOR.PA	Paris
ELIS.PA	Paris
EN.PA	Paris
ENGI.PA	Paris
ENX.PA	Paris
ERF.PA	Paris
ETL.PA	Paris
EXA.PA	Paris
EXENS.PA	Paris
FDJU.PA	Paris
FGR.PA	Paris
FR.PA	Paris
FRVIA.PA	Paris
GET.PA	Paris
GFC.PA	Paris
GLE.PA	Paris
GTT.PA	Paris
HO.PA	Paris
ICAD.PA	Paris
IDL.PA	Paris
IPN.PA	Paris
IVA.PA	Paris
KER.PA	Paris
LI.PA	Paris
LR.PA	Paris
MC.PA	Paris
MEDCL.PA	Paris
MERY.PA	Paris
MF.PA	Paris
ML.PA	Paris
MRN.PA	Paris
NANO.PA	Paris
NEX.PA	Paris
OPM.PA	Paris
OR.PA	Paris
ORA.PA	Paris
PLNW.PA	Paris
PLX.PA	Paris
PUB.PA	Paris
RCO.PA	Paris
RI.PA	Paris
RMS.PA	Paris
RNO.PA	Paris
RXL.PA	Paris
SAF.PA	Paris
SAN.PA	Paris
SCR.PA	Paris
SESG.PA	Paris
SGO.PA	Paris
SIGHT.PA	Paris
SK.PA	Paris
SOI.PA	Paris
SOP.PA	Paris
SPIE.PA	Paris
STLAP.PA	Paris
STMPA.PA	Paris
SU.PA	Paris
SW.PA	Paris
TE.PA	Paris
TEP.PA	Paris
TFF.PA	Paris
TFI.PA	Paris
TKO.PA	Paris
TRI.PA	Paris
TTE.PA	Paris
UBI.PA	Paris
URW.PA	Paris
VCT.PA	Paris
VIE.PA	Paris
VIRI.PA	Paris
VIRP.PA	Paris
VIV.PA	Paris
VK.PA	Paris
VLTSA.PA	Paris
VRLA.PA	Paris
VU.PA	Paris
WLN.PA	Paris
XFAB.PA	Paris
A2M.ASX	Sydney
ABB.ASX	Sydney
AD8.ASX	Sydney
AGL.ASX	Sydney
AIA.ASX	Sydney
ALD.ASX	Sydney
ALL.ASX	Sydney
ALQ.ASX	Sydney
ALX.ASX	Sydney
AMC.ASX	Sydney
AMP.ASX	Sydney
ANN.ASX	Sydney
ANZ.ASX	Sydney
AOV.ASX	Sydney
APA.ASX	Sydney
APE.ASX	Sydney
