BJRI	4.2	0.0	1.5	1.0	2
BKYI	6.7	1.0	2.0	1.0	1
BLDP	5.8	1.0	1.5	1.0	1
BLTE	6.7	1.0	2.0	1.0	1
BLLN	4.2	1.0	0.5	1.0	1
BMEA	3.3	1.0	0.0	1.0	1
BNGO	6.7	1.0	2.0	1.0	1
BRCB	5.0	1.0	1.0	1.0	1
BOOM	8.3	2.0	2.0	1.0	2
BRZE	6.7	1.0	2.0	1.0	1
BVS	7.5	2.0	1.5	1.0	2
BTSG	8.3	2.0	2.0	1.0	2
BZUN	6.7	1.0	2.0	1.0	1
BWMN	5.0	0.0	2.0	1.0	2
ACCB.BR	6.7	2.0	1.0	1.0	1
BANI.BR	5.0	2.0	0.0	1.0	2
AGFB.BR	6.7	1.0	2.0	1.0	1
ASCE.BR	4.2	1.0	0.5	1.0	2
BPOST.BR	6.7	1.0	2.0	1.0	1
BEKB.BR	6.7	1.5	1.5	1.0	2
CENER.BR	6.7	2.0	1.0	1.0	2
COMB.BR	6.7	2.0	1.0	1.0	1
EKOP.BR	6.7	1.0	2.0	1.0	1
DEME.BR	5.8	2.0	0.5	1.0	2
FAGR.BR	5.8	1.0	1.5	1.0	2
HYSG.BR	5.8	1.0	1.5	1.0	1
GIMB.BR	6.7	2.0	1.0	1.0	1
IMMO.BR	6.7	1.0	2.0	1.0	1
KBC.BR	6.7	1.5	1.5	1.0	2
PROX.BR	2.5	0.0	0.5	1.0	2
NEXTA.BR	1.7	0.0	0.0	1.0	2
ONTEX.BR	6.7	1.0	2.0	1.0	1
LOTB.BR	7.5	2.0	1.5	1.0	2
SHUR.BR	3.3	0.0	1.0	1.0	2
RECT.BR	6.7	1.0	2.0	1.0	1
TEXF.BR	3.3	0.0	1.0	1.0	1
SOLB.BR	6.7	2.0	1.0	1.0	2
TUB.BR	5.0	1.0	1.0	1.0	1
VAN.BR	3.3	0.0	1.0	1.0	2
VIO.BR	6.7	2.0	1.0	1.0	1
WEHB.BR	6.7	2.0	1.0	1.0	2
CABA	4.2	1.0	0.5	1.0	1
CAE	4.2	0.0	1.5	1.0	2
CARG	7.5	2.0	1.5	1.0	2
CAPR	4.2	1.0	0.5	1.0	1
CASS	7.5	1.5	2.0	1.0	2
CALM	6.7	1.0	2.0	1.0	1
CBUS	5.8	1.0	1.5	1.0	1
CBRL	8.3	2.0	2.0	1.0	2
CDLX	3.3	1.0	0.0	1.0	1
CDW	5.0	1.0	1.0	1.0	2
CCNE	6.7	2.0	1.0	1.0	2
CCBG	5.0	1.0	1.0	1.0	2
CECO	6.7	1.0	2.0	1.0	1
CELH	5.0	0.0	2.0	1.0	2
CG	5.0	0.0	2.0	1.0	2
CERT	5.8	1.0	1.5	1.0	1
CGON	5.0	1.0	1.0	1.0	1
CHTR	4.2	0.5	1.0	1.0	2
CGEM	5.8	1.0	1.5	1.0	1
CLFD	8.3	2.0	2.0	1.0	2
CLBK	7.5	1.5	2.0	1.0	2
CHDN	5.8	1.5	1.0	1.0	2
CIGI	7.5	2.0	1.5	1.0	2
CLPT	5.0	1.0	1.0	1.0	1
CHRD	3.3	1.0	0.0	1.0	1
CNDT	6.7	1.0	2.0	1.0	1
CMCSA	3.3	0.0	1.0	1.0	2
COCP	5.8	1.0	1.5	1.0	1
CNXC	6.7	2.0	1.0	1.0	2
CMPS	5.0	1.0	1.0	1.0	1
CLMT	6.7	1.0	2.0	1.0	1
COLL	3.3	1.0	0.0	1.0	1
CORT	8.3	2.0	2.0	1.0	2
COHU	6.7	1.0	2.0	1.0	1
CRDF	5.0	1.0	1.0	1.0	1
CRNT	6.7	1.0	2.0	1.0	1
CRBP	4.2	1.0	0.5	1.0	1
CPB	5.0	1.0	1.0	1.0	1
CRMD	6.7	2.0	1.0	1.0	1
CROX	5.0	1.0	1.0	1.0	1
CRTO	4.2	0.0	1.5	1.0	2
CRWV	6.7	1.0	2.0	1.0	1
CSIQ	6.7	1.0	2.0	1.0	1
CTKB	6.7	1.0	2.0	1.0	1
CSX	7.5	2.0	1.5	1.0	2
CVGI	6.7	1.0	2.0	1.0	1
CTSH	5.0	0.5	1.5	1.0	2
CYRX	5.8	1.0	1.5	1.0	1
CWST	4.2	0.0	1.5	1.0	2
CBOE	6.7	2.0	1.0	1.0	2
BAVA.CO	5.0	2.0	0.0	1.0	2
ALSYDB.CO	8.3	2.0	2.0	1.0	2
COLO-B.CO	6.7	2.0	1.0	1.0	2
DFDS.CO	6.7	1.0	2.0	1.0	1
DSV.CO	5.8	0.5	2.0	1.0	2
CARLB.CO	5.8	1.5	1.0	1.0	2
FLS.CO	5.0	1.0	1.0	1.0	1
FYNBK.CO	6.7	2.0	1.0	1.0	1
HUSCO.CO	6.7	1.0	2.0	1.0	1
