NIBEB.ST	Nibe Industrier AB Ser. B	42.53			0.82%
NOLAb.ST	Nolato AB	51.80			3.28%
NORION.ST	Norion Bank AB	67.40			0%
NP3.ST	NP3 Fastigheter AB	256.50			2.26%
OCTVSD-B.ST	Octave Intelligence Plc	172.60			0%
OEMb.ST	OEM International AB	173.00			1.01%
ORRON.ST	Orron Energy AB	7.23			0%
OVZON.ST	Ovzon AB (publ)	41.92			0%
PANDXb.ST	Pandox AB	173.40			2.59%
PDXI.ST	Paradox Interactive AB (publ)	145.40			3.44%
PEABb.ST	Peab AB	95.85			3.19%
RATOb.ST	Ratos AB	37.08			3.77%
RAYb.ST	RaySearch Laboratories AB (publ)	182.40			2.20%
ROKOb.ST	Roko AB (publ)	1.89K			0%
RUSTA.ST	Rusta AB (publ)	81.90			1.77%
SAABB.ST	Saab AB Ser. B	638.20			0.34%
SAGAb.ST	Sagax AB	169.10			2.18%
SAND.ST	Sandvik AB	394.80			1.52%
SAVE.ST	Nordnet AB (publ)	365.40			2.35%
SBBb.ST	Samhallsbyggnadsbolaget I Norden AB	3.19			0%
SCAB.ST	Svenska Cellulosa Aktiebolaget SCA	112.00			2.68%
SEB-A.ST	Skandinaviska Enskilda Banken ser. A	219.80			3.87%
SECTb.ST	Sectra AB	275.00			0.40%
SECU-B.ST	Securitas AB ser. B	147.60			3.32%
SF.ST	Stillfront Group AB	6.70			0%
SHB-A.ST	Svenska Handelsbanken ser. A	145.15			5.51%
SHBB.ST	Svenska Handelsbanken AB	230.20			0%
SHOTE.ST	Scandic Hotels Group AB	90.10			2.89%
SINCH.ST	Sinch AB	45.55			0%
SIVE.ST	Sivers Semiconductors AB	35.04			0%
SKA-B.ST	Skanska AB ser. B	272.40			3.12%
SKF-A.ST	SKF, AB ser. A	272.50			1.47%
SKF-B.ST	SKF AB Class B	272.20			1.47%
SKISb.ST	SkiStar AB	170.10			1.76%
SLPb.ST	Swedish Logistic Property AB	35.80			0%
SOBI.ST	Swedish Orphan Biovitrum AB	469.60			0%
SSABB.ST	SSAB AB	101.40			0%
STORYb.ST	Storytel AB (publ)	107.30			1.40%
STORb.ST	Storskogen Group AB (publ)	10.71			1.02%
SWECb.ST	Sweco AB (publ)	128.10			2.89%
SWED-A.ST	Swedbank AB ser A	369.00			5.54%
SYNSAM.ST	Synsam AB (publ)	59.50			3.03%
SYSR.ST	Systemair AB	84.00			1.61%
TEL2B.ST	Tele2 AB Ser. B	170.10			4.93%
TELIA.ST	Telia Company AB	44.03			4.59%
THULE.ST	Thule Group AB	207.40			4.00%
TREL-B.ST	Trelleborg AB ser. B	442.80			1.81%
TROAX.ST	Troax Group AB (publ)	143.20			1.81%
TRUEb.ST	Truecaller AB	20.79			1.35%
VIMIAN.ST	Vimian Group AB	35.35			0%
VITR.ST	Vitrolife AB	95.10			1.16%
VITb.ST	Vitec Software Group AB (publ)	261.60			1.39%
VOLV-A.ST	Volvo AB ser. A	351.20			2.42%
VOLV-B.ST	Volvo AB ser. B	350.90			2.42%
WALLb.ST	Wallenstam AB	41.12			1.34%
WIHL.ST	Wihlborgs Fastigheter AB	78.55			4.20%
XVIVO.ST	Xvivo Perfusion AB	278.80			0%
YUBICO.ST	Yubico AB	90.00			0%
ZZb.ST	Zinzino AB	146.00			4.12%
